Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,EducationField,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,OverTime,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsInCurrentRole,ExperienceRatio,IncomePerYearExp,TenureSatisfaction
29,1,Travel_Rarely,906,Research & Development,10,Life Sciences,4,92,2,Research Scientist,1,Single,2404,11479,Yes,0,3,5,3,0,0.0,601.0,0
33,0,Travel_Rarely,461,Research & Development,13,Life Sciences,2,53,3,Research Scientist,4,Single,3452,17241,No,0,5,4,3,2,0.4,575.3333333333334,8
45,0,Travel_Rarely,974,Research & Development,1,Medical,4,91,3,Laboratory Technician,4,Divorced,2270,11005,No,2,8,2,3,3,0.375,252.22222222222223,12
50,0,Travel_Rarely,1126,Research & Development,1,Medical,4,66,3,Research Director,4,Divorced,17399,6615,No,1,32,1,2,4,0.125,527.2424242424242,16
33,0,Travel_Frequently,827,Research & Development,1,Other,3,84,4,Healthcare Representative,2,Married,5488,20161,Yes,1,6,2,3,5,0.8333333333333334,784.0,10
41,0,Travel_Frequently,840,Research & Development,9,Medical,1,64,3,Research Director,3,Divorced,19419,3735,No,1,21,2,4,16,0.7619047619047619,882.6818181818181,48
27,0,Travel_Rarely,1134,Research & Development,16,Technical Degree,3,37,3,Laboratory Technician,2,Married,2811,12086,No,1,4,2,3,2,0.5,562.2,4
45,0,Non-Travel,248,Research & Development,23,Life Sciences,4,42,3,Laboratory Technician,1,Married,3633,14039,Yes,1,9,2,3,8,0.8888888888888888,363.3,8
47,0,Travel_Rarely,955,Sales,4,Life Sciences,4,83,3,Sales Executive,4,Single,4163,8571,Yes,0,9,0,3,0,0.0,416.3,0
30,1,Travel_Rarely,138,Research & Development,22,Life Sciences,1,48,3,Research Scientist,3,Married,2132,11539,Yes,0,7,2,3,2,0.2857142857142857,266.5,6
50,0,Travel_Rarely,939,Research & Development,24,Life Sciences,4,95,3,Manufacturing Director,3,Married,13973,4161,Yes,1,22,2,3,11,0.5,607.5217391304348,33
38,0,Travel_Frequently,1391,Research & Development,10,Medical,3,66,3,Research Scientist,3,Married,2684,12127,No,1,3,0,2,1,0.3333333333333333,671.0,3
46,0,Travel_Rarely,566,Research & Development,7,Medical,4,75,3,Manufacturing Director,3,Divorced,10845,24208,No,1,13,3,3,7,0.5384615384615384,774.6428571428571,21
24,0,Travel_Rarely,1206,Research & Development,17,Medical,4,41,2,Manufacturing Director,3,Divorced,4377,24117,No,2,5,6,3,2,0.4,729.5,6
35,1,Travel_Rarely,622,Research & Development,14,Other,3,39,2,Laboratory Technician,2,Divorced,3743,10074,Yes,1,5,2,1,2,0.4,623.8333333333334,4
31,0,Travel_Frequently,853,Research & Development,1,Life Sciences,3,96,3,Manufacturing Director,1,Married,4148,11275,No,1,4,1,3,3,0.75,829.6,3
18,0,Non-Travel,287,Research & Development,5,Life Sciences,2,73,3,Research Scientist,4,Single,1051,13493,No,0,0,2,3,0,0.0,1051.0,0
54,0,Travel_Rarely,1441,Research & Development,17,Technical Degree,3,56,3,Manufacturing Director,3,Married,10739,13943,No,1,22,2,3,7,0.3181818181818182,466.9130434782609,21
35,0,Travel_Rarely,583,Research & Development,25,Medical,3,57,3,Healthcare Representative,3,Divorced,10388,6975,Yes,1,16,3,2,10,0.625,611.0588235294117,30
30,0,Travel_Rarely,153,Research & Development,8,Life Sciences,2,73,4,Research Director,1,Married,11416,17802,Yes,3,9,4,2,7,0.7777777777777778,1141.6,7
20,1,Travel_Rarely,1097,Research & Development,11,Medical,4,98,2,Research Scientist,1,Single,2600,18275,Yes,0,1,2,3,0,0.0,1300.0,0
30,1,Travel_Frequently,109,Research & Development,5,Medical,2,60,3,Laboratory Technician,2,Single,2422,25725,No,0,4,3,3,2,0.5,484.4,4
26,0,Travel_Rarely,1066,Research & Development,2,Medical,4,32,4,Manufacturing Director,4,Married,5472,3334,No,0,8,2,3,7,0.875,608.0,28
22,0,Travel_Rarely,217,Research & Development,8,Life Sciences,2,94,1,Laboratory Technician,1,Married,2451,6881,No,1,4,3,2,3,0.75,490.2,3
48,0,Travel_Rarely,277,Research & Development,6,Life Sciences,1,97,2,Healthcare Representative,3,Single,4240,13119,No,0,19,0,3,2,0.10526315789473684,212.0,6
48,0,Travel_Rarely,1355,Research & Development,4,Life Sciences,3,78,2,Healthcare Representative,3,Single,10999,22245,No,0,27,3,3,11,0.4074074074074074,392.82142857142856,33
41,0,Travel_Rarely,549,Research & Development,7,Medical,4,42,3,Manufacturing Director,3,Single,5003,23371,No,0,8,6,3,2,0.25,555.8888888888889,6
39,0,Travel_Rarely,466,Research & Development,1,Life Sciences,4,65,2,Manufacturing Director,4,Married,12742,7060,No,1,21,3,3,6,0.2857142857142857,579.1818181818181,24
27,0,Travel_Rarely,1055,Research & Development,2,Life Sciences,1,47,3,Manufacturing Director,4,Married,4227,4658,No,1,4,2,3,2,0.5,845.4,8
35,0,Travel_Rarely,802,Research & Development,10,Other,2,45,3,Laboratory Technician,4,Divorced,3917,9541,No,1,3,4,2,2,0.6666666666666666,979.25,8
42,0,Travel_Rarely,265,Sales,5,Marketing,4,90,3,Manager,3,Married,18303,7770,No,0,21,3,4,0,0.0,831.9545454545455,0
50,0,Travel_Rarely,804,Research & Development,9,Life Sciences,1,64,3,Laboratory Technician,4,Married,2380,20165,No,0,8,5,3,0,0.0,264.44444444444446,0
59,0,Travel_Rarely,715,Research & Development,2,Life Sciences,3,69,2,Manufacturing Director,4,Single,13726,21829,Yes,0,30,4,3,3,0.1,442.7741935483871,12
37,1,Travel_Rarely,1141,Research & Development,11,Medical,1,61,1,Healthcare Representative,2,Married,4777,14382,No,0,15,2,1,0,0.0,298.5625,0
55,0,Travel_Frequently,135,Research & Development,18,Medical,3,62,3,Healthcare Representative,2,Married,6385,12992,Yes,2,17,3,3,7,0.4117647058823529,354.72222222222223,14
41,0,Non-Travel,247,Research & Development,7,Life Sciences,2,55,1,Research Director,3,Divorced,19973,20284,No,2,21,3,3,16,0.7619047619047619,907.8636363636364,48
38,0,Travel_Rarely,1035,Sales,3,Life Sciences,2,42,3,Sales Executive,4,Single,6861,4981,Yes,0,19,1,3,0,0.0,343.05,0
26,1,Non-Travel,265,Sales,29,Medical,2,79,1,Sales Executive,1,Single,4969,21813,No,0,7,6,3,2,0.2857142857142857,621.125,2
52,1,Travel_Rarely,266,Sales,2,Marketing,1,57,1,Manager,4,Married,19845,25846,No,1,33,3,3,14,0.42424242424242425,583.6764705882352,56
44,0,Travel_Rarely,1448,Sales,28,Medical,4,53,4,Sales Executive,4,Married,13320,11737,Yes,1,23,2,3,11,0.4782608695652174,555.0,44
50,0,Non-Travel,145,Sales,1,Life Sciences,4,95,3,Sales Executive,3,Married,6347,24920,No,1,19,3,3,7,0.3684210526315789,317.35,21
36,1,Travel_Rarely,885,Research & Development,16,Life Sciences,3,43,4,Laboratory Technician,1,Single,2743,8269,No,0,18,1,3,13,0.7222222222222222,144.3684210526316,13
39,0,Travel_Frequently,945,Research & Development,22,Medical,4,82,3,Manufacturing Director,1,Single,10880,5083,Yes,0,21,2,3,6,0.2857142857142857,494.54545454545456,6
33,0,Non-Travel,1038,Sales,8,Life Sciences,2,88,2,Sales Representative,4,Single,2342,21437,No,0,3,2,2,2,0.6666666666666666,585.5,8
45,0,Travel_Rarely,1234,Sales,11,Life Sciences,4,90,3,Manager,4,Married,17650,5404,No,1,26,4,4,3,0.11538461538461539,653.7037037037037,12
32,0,Non-Travel,1109,Research & Development,29,Medical,4,69,3,Laboratory Technician,3,Single,4025,11135,No,0,10,2,3,7,0.7,365.90909090909093,21
34,0,Travel_Rarely,216,Sales,1,Marketing,2,75,4,Sales Executive,4,Divorced,9725,12278,No,1,16,2,2,1,0.0625,572.0588235294117,4
59,0,Travel_Rarely,1089,Sales,1,Technical Degree,2,66,3,Manager,4,Married,11904,11038,Yes,1,14,1,1,4,0.2857142857142857,793.6,16
45,0,Travel_Rarely,788,Human Resources,24,Medical,2,36,3,Human Resources,2,Single,2177,8318,No,0,6,3,3,3,0.5,311.0,6
53,0,Travel_Frequently,124,Sales,2,Marketing,3,38,2,Sales Executive,2,Married,7525,23537,No,1,30,2,3,7,0.23333333333333334,242.74193548387098,14
36,1,Travel_Rarely,660,Research & Development,15,Other,1,81,3,Laboratory Technician,3,Divorced,4834,7858,No,1,9,3,2,0,0.0,483.4,0
26,1,Travel_Frequently,342,Research & Development,2,Life Sciences,1,57,3,Research Scientist,1,Married,2042,15346,Yes,1,6,2,3,2,0.3333333333333333,291.7142857142857,2
34,0,Travel_Rarely,1333,Sales,10,Life Sciences,3,87,3,Sales Representative,3,Married,2220,18410,Yes,1,1,2,3,1,1.0,1110.0,3
28,0,Travel_Rarely,1144,Sales,10,Medical,4,74,3,Sales Representative,2,Married,1052,23384,No,0,1,5,3,0,0.0,526.0,0
38,0,Travel_Frequently,1186,Research & Development,3,Other,3,44,3,Research Scientist,3,Married,2821,2997,No,1,8,2,3,2,0.25,313.44444444444446,6
50,0,Travel_Rarely,1464,Research & Development,2,Medical,2,62,3,Research Director,3,Married,19237,12853,Yes,1,29,2,2,1,0.034482758620689655,641.2333333333333,3
37,0,Travel_Rarely,124,Research & Development,3,Other,4,35,3,Healthcare Representative,2,Single,4107,13848,No,0,8,3,2,3,0.375,456.3333333333333,6
40,0,Travel_Rarely,300,Sales,26,Marketing,3,74,3,Sales Executive,1,Married,8396,22217,No,1,8,3,2,7,0.875,932.8888888888889,7
26,0,Travel_Frequently,921,Research & Development,1,Medical,1,66,2,Research Scientist,3,Divorced,2007,25265,No,2,5,5,3,3,0.6,334.5,9
46,0,Travel_Rarely,430,Research & Development,1,Medical,4,40,3,Research Director,4,Divorced,19627,21445,No,2,23,0,3,2,0.08695652173913043,817.7916666666666,8
54,0,Travel_Rarely,1082,Sales,2,Life Sciences,3,41,2,Sales Executive,3,Married,10686,8392,No,1,13,4,3,4,0.3076923076923077,763.2857142857143,12
56,0,Travel_Frequently,1240,Research & Development,9,Medical,1,63,3,Research Scientist,3,Married,2942,12154,No,1,18,4,3,4,0.2222222222222222,154.8421052631579,12
36,0,Travel_Rarely,796,Research & Development,12,Medical,4,51,2,Manufacturing Director,4,Single,8858,15669,No,0,15,2,2,8,0.5333333333333333,553.625,32
55,0,Non-Travel,444,Research & Development,2,Medical,3,40,2,Manager,1,Single,16756,17323,No,0,31,3,4,7,0.22580645161290322,523.625,7
43,0,Travel_Rarely,415,Sales,25,Medical,3,79,2,Sales Executive,4,Divorced,10798,5268,No,1,18,5,3,0,0.0,568.3157894736842,0
20,1,Travel_Frequently,769,Sales,9,Marketing,4,54,3,Sales Representative,4,Single,2323,17205,Yes,0,2,3,3,2,1.0,774.3333333333334,8
21,1,Travel_Rarely,1334,Research & Development,10,Life Sciences,3,36,2,Laboratory Technician,1,Single,1416,17258,No,0,1,6,2,0,0.0,708.0,0
46,0,Travel_Rarely,1003,Research & Development,8,Life Sciences,4,74,2,Research Scientist,1,Divorced,4615,21029,Yes,3,19,2,3,13,0.6842105263157895,230.75,13
51,1,Travel_Rarely,1323,Research & Development,4,Life Sciences,1,34,3,Research Scientist,3,Married,2461,10332,Yes,3,18,2,4,0,0.0,129.52631578947367,0
28,1,Non-Travel,1366,Research & Development,24,Technical Degree,2,72,2,Healthcare Representative,1,Single,8722,12355,No,0,10,2,2,7,0.7,792.9090909090909,7
26,0,Travel_Rarely,192,Research & Development,1,Medical,1,59,2,Laboratory Technician,1,Married,3955,11141,No,2,6,2,3,3,0.5,565.0,3
30,0,Travel_Rarely,1176,Research & Development,20,Other,3,85,3,Manufacturing Director,1,Married,9957,9096,No,1,7,1,2,2,0.2857142857142857,1244.625,2
41,0,Travel_Rarely,509,Research & Development,7,Technical Degree,2,43,4,Research Scientist,3,Married,3376,18863,No,0,10,3,3,6,0.6,306.90909090909093,18
38,0,Travel_Rarely,330,Research & Development,17,Life Sciences,3,65,2,Healthcare Representative,3,Married,8823,24608,No,1,20,4,2,9,0.45,420.14285714285717,27
40,0,Travel_Rarely,1492,Research & Development,20,Technical Degree,1,61,3,Healthcare Representative,4,Married,10322,26542,No,1,14,6,3,10,0.7142857142857143,688.1333333333333,40
27,0,Non-Travel,1277,Research & Development,8,Life Sciences,1,87,1,Laboratory Technician,3,Married,4621,5869,No,3,3,4,3,2,0.6666666666666666,1155.25,6
55,0,Travel_Frequently,1091,Research & Development,2,Life Sciences,4,65,3,Manufacturing Director,2,Married,10976,15813,No,1,23,4,3,2,0.08695652173913043,457.3333333333333,4
28,0,Travel_Rarely,857,Research & Development,10,Other,3,59,3,Research Scientist,3,Single,3660,7909,No,0,10,4,4,7,0.7,332.72727272727275,21
44,1,Travel_Rarely,1376,Human Resources,1,Medical,2,91,2,Human Resources,1,Married,10482,2326,No,1,24,1,3,6,0.25,419.28,6
33,0,Travel_Rarely,654,Research & Development,5,Life Sciences,4,34,2,Healthcare Representative,4,Divorced,7119,21214,No,1,9,2,3,2,0.2222222222222222,711.9,8
35,1,Travel_Rarely,1204,Sales,4,Technical Degree,4,86,3,Sales Executive,1,Single,9582,10333,Yes,0,9,2,3,7,0.7777777777777778,958.2,7
33,1,Travel_Frequently,827,Research & Development,29,Medical,1,54,2,Research Scientist,3,Single,4508,3129,No,0,14,4,3,7,0.5,300.53333333333336,21
28,0,Travel_Rarely,895,Research & Development,15,Life Sciences,1,50,3,Laboratory Technician,3,Divorced,2207,22482,No,1,4,5,2,2,0.5,441.4,6
34,0,Travel_Frequently,618,Research & Development,3,Life Sciences,1,45,3,Healthcare Representative,4,Single,7756,22266,No,0,7,1,2,2,0.2857142857142857,969.5,8
37,0,Travel_Rarely,309,Sales,10,Life Sciences,4,88,2,Sales Executive,4,Divorced,6694,24223,Yes,3,8,5,3,0,0.0,743.7777777777778,0
25,1,Travel_Rarely,1219,Research & Development,4,Technical Degree,4,32,3,Laboratory Technician,4,Married,3691,4605,Yes,1,7,3,4,7,1.0,461.375,28
26,1,Travel_Rarely,1330,Research & Development,21,Medical,1,37,3,Laboratory Technician,3,Divorced,2377,19373,No,1,1,0,2,1,1.0,1188.5,3
33,1,Travel_Rarely,1017,Research & Development,25,Medical,1,55,2,Research Scientist,2,Single,2313,2993,Yes,0,5,0,3,2,0.4,385.5,4
42,0,Travel_Rarely,469,Research & Development,2,Medical,4,35,3,Manager,1,Married,17665,14399,No,1,23,3,3,6,0.2608695652173913,736.0416666666666,6
28,1,Travel_Frequently,1009,Research & Development,1,Medical,1,45,2,Laboratory Technician,2,Divorced,2596,7160,No,2,1,2,3,0,0.0,1298.0,0
50,1,Travel_Frequently,959,Sales,1,Other,4,81,3,Sales Executive,3,Single,4728,17251,Yes,0,5,4,3,0,0.0,788.0,0
33,0,Travel_Frequently,970,Sales,7,Life Sciences,4,30,3,Sales Executive,2,Married,4302,13401,No,1,4,3,3,2,0.5,860.4,4
34,0,Non-Travel,697,Research & Development,3,Life Sciences,3,40,2,Research Scientist,4,Married,2979,22478,No,3,6,2,3,0,0.0,425.57142857142856,0
48,0,Non-Travel,1262,Research & Development,1,Medical,1,35,4,Manager,4,Single,16885,16154,No,0,27,3,2,4,0.14814814814814814,603.0357142857143,16
45,0,Non-Travel,1050,Sales,9,Life Sciences,2,65,2,Sales Executive,3,Married,5593,17970,No,1,15,2,3,10,0.6666666666666666,349.5625,30
52,0,Travel_Rarely,994,Research & Development,7,Life Sciences,2,87,3,Healthcare Representative,2,Single,10445,15322,No,0,18,4,3,6,0.3333333333333333,549.7368421052631,12
38,0,Travel_Rarely,770,Sales,10,Marketing,3,73,2,Sales Executive,3,Divorced,8740,5569,Yes,2,9,2,3,7,0.7777777777777778,874.0,21
29,0,Travel_Rarely,1107,Research & Development,28,Life Sciences,3,93,3,Research Scientist,4,Divorced,2514,26968,No,1,11,1,3,5,0.45454545454545453,209.5,20
28,0,Travel_Rarely,950,Research & Development,3,Medical,4,93,3,Manufacturing Director,2,Divorced,7655,8039,No,3,10,3,2,7,0.7,695.9090909090909,14
46,0,Travel_Rarely,406,Sales,3,Marketing,1,52,3,Manager,3,Married,17465,15596,No,1,23,3,3,9,0.391304347826087,727.7083333333334,27
38,0,Travel_Rarely,130,Sales,2,Marketing,4,32,3,Sales Executive,2,Single,7351,20619,No,0,10,2,3,0,0.0,668.2727272727273,0
43,0,Travel_Frequently,1082,Research & Development,27,Life Sciences,3,83,3,Manufacturing Director,1,Married,10820,11535,No,1,18,1,3,7,0.3888888888888889,569.4736842105264,7
39,1,Travel_Frequently,203,Research & Development,2,Life Sciences,1,84,3,Healthcare Representative,4,Divorced,12169,13547,No,3,21,4,3,7,0.3333333333333333,553.1363636363636,28
40,0,Travel_Rarely,1308,Research & Development,14,Medical,3,44,2,Research Director,3,Single,19626,17544,No,0,21,2,4,7,0.3333333333333333,892.0909090909091,21
21,0,Travel_Rarely,984,Research & Development,1,Technical Degree,4,70,2,Research Scientist,2,Single,2070,25326,Yes,0,2,6,4,2,1.0,690.0,4
39,0,Non-Travel,439,Research & Development,9,Life Sciences,3,70,3,Laboratory Technician,2,Single,6782,8770,No,0,9,2,2,4,0.4444444444444444,678.2,8
36,0,Non-Travel,217,Research & Development,18,Life Sciences,1,78,3,Manufacturing Director,4,Single,7779,23238,No,0,18,0,3,9,0.5,409.42105263157896,36
31,0,Travel_Frequently,793,Sales,20,Life Sciences,3,67,4,Sales Representative,4,Married,2791,21981,No,1,3,4,3,2,0.6666666666666666,697.75,8
28,0,Travel_Rarely,1451,Research & Development,2,Life Sciences,1,67,2,Research Scientist,2,Married,3201,19911,No,0,6,2,1,3,0.5,457.2857142857143,6
35,0,Travel_Frequently,1182,Sales,11,Marketing,4,54,3,Sales Executive,4,Divorced,4968,18500,No,1,5,3,3,2,0.4,828.0,8
49,0,Travel_Rarely,174,Sales,8,Technical Degree,4,56,2,Sales Executive,2,Married,13120,11879,No,1,22,3,3,8,0.36363636363636365,570.4347826086956,16
34,0,Travel_Frequently,1003,Research & Development,2,Life Sciences,4,95,3,Manufacturing Director,3,Single,4033,15834,No,0,5,3,2,2,0.4,672.1666666666666,6
29,0,Travel_Frequently,490,Research & Development,10,Life Sciences,4,61,3,Research Scientist,2,Divorced,3291,17940,No,2,8,2,2,5,0.625,365.6666666666667,10
42,0,Travel_Rarely,188,Research & Development,29,Medical,2,56,1,Laboratory Technician,4,Single,4272,9558,No,0,16,3,3,0,0.0,251.2941176470588,0
29,0,Travel_Rarely,718,Research & Development,8,Medical,2,79,2,Manufacturing Director,4,Married,5056,17689,Yes,1,10,2,2,7,0.7,459.6363636363636,28
38,0,Travel_Rarely,433,Human Resources,1,Human Resources,3,37,4,Human Resources,3,Married,2844,6004,No,1,7,2,4,6,0.8571428571428571,355.5,18
28,0,Travel_Frequently,773,Research & Development,6,Life Sciences,3,39,2,Research Scientist,3,Divorced,2703,22088,Yes,1,3,2,3,1,0.3333333333333333,675.75,3
18,1,Non-Travel,247,Research & Development,8,Medical,3,80,3,Laboratory Technician,3,Single,1904,13556,No,0,0,0,3,0,0.0,1904.0,0
33,1,Travel_Rarely,603,Sales,9,Marketing,1,77,3,Sales Executive,1,Single,8224,18385,Yes,0,6,3,3,2,0.3333333333333333,1174.857142857143,2
41,0,Travel_Rarely,167,Research & Development,12,Life Sciences,2,46,3,Laboratory Technician,4,Married,4766,9051,Yes,1,6,4,3,0,0.0,680.8571428571429,0
31,1,Travel_Frequently,874,Research & Development,15,Medical,3,72,3,Laboratory Technician,3,Married,2610,6233,No,1,2,5,2,2,1.0,870.0,6
37,0,Travel_Rarely,367,Research & Development,25,Medical,3,52,2,Healthcare Representative,4,Divorced,5731,17171,No,2,9,2,3,2,0.2222222222222222,573.1,8
27,0,Travel_Rarely,199,Research & Development,6,Life Sciences,4,55,2,Research Scientist,3,Married,2539,7950,No,1,4,0,3,2,0.5,507.8,6
34,0,Travel_Rarely,1400,Sales,9,Life Sciences,2,70,3,Sales Executive,3,Married,5714,5829,No,0,6,3,2,5,0.8333333333333334,816.2857142857143,15
35,0,Travel_Rarely,528,Human Resources,8,Technical Degree,3,100,3,Human Resources,3,Single,4323,7108,No,0,6,2,1,4,0.6666666666666666,617.5714285714286,12
29,1,Travel_Rarely,408,Sales,23,Life Sciences,4,45,2,Sales Executive,1,Married,7336,11162,No,1,11,3,1,8,0.7272727272727273,611.3333333333334,8
40,0,Travel_Frequently,593,Research & Development,9,Medical,2,88,3,Research Director,3,Single,13499,13782,No,0,20,3,2,7,0.35,642.8095238095239,21
42,1,Travel_Frequently,481,Sales,12,Life Sciences,3,44,3,Sales Executive,1,Single,13758,2447,Yes,0,22,2,2,9,0.4090909090909091,598.1739130434783,9
42,0,Travel_Rarely,647,Sales,4,Marketing,2,45,3,Sales Executive,1,Single,5155,2253,No,0,9,3,4,4,0.4444444444444444,515.5,4
35,0,Travel_Rarely,982,Research & Development,1,Medical,4,58,2,Laboratory Technician,3,Married,2258,16340,No,1,10,2,3,0,0.0,205.27272727272728,0
24,0,Travel_Rarely,477,Research & Development,24,Medical,4,49,3,Laboratory Technician,2,Single,3597,6409,No,0,6,2,3,3,0.5,513.8571428571429,6
28,1,Travel_Rarely,1485,Research & Development,12,Life Sciences,3,79,3,Laboratory Technician,4,Married,2515,22955,Yes,0,1,4,2,1,1.0,1257.5,4
26,0,Travel_Rarely,1384,Research & Development,3,Medical,1,82,4,Laboratory Technician,4,Married,4420,13421,No,1,8,2,3,7,0.875,491.1111111111111,28
30,0,Travel_Rarely,852,Sales,10,Marketing,3,72,2,Sales Executive,3,Married,6578,2706,No,1,10,3,3,3,0.3,598.0,9
40,0,Travel_Frequently,902,Research & Development,26,Medical,3,92,2,Research Scientist,4,Married,4422,21203,Yes,1,16,3,1,1,0.0625,260.11764705882354,4
35,0,Travel_Rarely,819,Research & Development,2,Life Sciences,3,44,2,Manufacturing Director,2,Divorced,10274,19588,No,1,15,2,4,7,0.4666666666666667,642.125,14
34,0,Travel_Frequently,669,Research & Development,1,Medical,4,97,2,Healthcare Representative,1,Single,5343,25755,No,0,14,3,3,9,0.6428571428571429,356.2,9
35,0,Travel_Frequently,636,Research & Development,4,Other,4,47,2,Laboratory Technician,4,Married,2376,26537,No,1,2,2,4,2,1.0,792.0,8
43,1,Travel_Rarely,1372,Sales,9,Marketing,1,85,1,Sales Executive,3,Single,5346,9489,No,0,7,2,2,3,0.42857142857142855,668.25,9
32,0,Non-Travel,862,Sales,2,Life Sciences,3,76,3,Sales Representative,1,Divorced,2827,14947,No,3,1,3,3,0,0.0,1413.5,0
56,0,Travel_Rarely,718,Research & Development,4,Technical Degree,4,92,3,Manager,1,Divorced,19943,18575,No,1,28,2,3,2,0.07142857142857142,687.6896551724138,2
29,0,Travel_Rarely,1401,Research & Development,6,Medical,2,54,3,Laboratory Technician,4,Married,3131,26342,No,1,10,5,3,8,0.8,284.6363636363636,32
19,0,Travel_Rarely,645,Research & Development,9,Life Sciences,3,54,3,Research Scientist,1,Single,2552,7172,No,0,1,4,3,1,1.0,1276.0,1
45,0,Travel_Rarely,1457,Research & Development,7,Medical,1,83,3,Research Scientist,3,Married,4477,20100,Yes,1,7,2,2,2,0.2857142857142857,559.625,6
37,0,Travel_Rarely,977,Research & Development,1,Life Sciences,4,56,2,Manufacturing Director,4,Married,6474,9961,No,1,14,2,2,8,0.5714285714285714,431.6,32
20,0,Travel_Rarely,805,Research & Development,3,Life Sciences,1,87,2,Laboratory Technician,3,Single,3033,12828,No,0,2,2,2,2,1.0,1011.0,6
44,1,Travel_Rarely,1097,Research & Development,10,Life Sciences,3,96,3,Research Scientist,3,Single,2936,10826,Yes,0,6,4,3,4,0.6666666666666666,419.42857142857144,12
53,0,Travel_Rarely,1223,Research & Development,7,Medical,4,50,3,Manager,3,Divorced,18606,18640,No,1,26,6,3,7,0.2692307692307692,689.1111111111111,21
29,0,Travel_Rarely,942,Research & Development,15,Life Sciences,2,69,1,Research Scientist,4,Married,2168,26933,Yes,1,6,2,2,4,0.6666666666666666,309.7142857142857,16
22,1,Travel_Frequently,1256,Research & Development,3,Life Sciences,3,48,2,Research Scientist,4,Married,2853,4223,Yes,1,1,5,3,0,0.0,1426.5,0
46,0,Travel_Rarely,1402,Sales,2,Marketing,3,69,3,Manager,1,Married,17048,24097,No,0,28,2,3,15,0.5357142857142857,587.8620689655172,15
44,0,Non-Travel,111,Research & Development,17,Life Sciences,4,74,1,Research Scientist,3,Single,2290,4279,No,0,6,3,3,0,0.0,327.14285714285717,0
33,0,Travel_Rarely,147,Human Resources,2,Human Resources,2,99,3,Human Resources,3,Married,3600,8429,No,1,5,2,3,4,0.8,600.0,12
41,1,Non-Travel,906,Research & Development,5,Life Sciences,1,95,2,Research Scientist,1,Divorced,2107,20293,No,1,5,2,1,0,0.0,351.1666666666667,0
30,0,Travel_Rarely,1329,Sales,29,Life Sciences,3,61,3,Sales Executive,1,Divorced,4115,13192,No,3,8,3,3,3,0.375,457.22222222222223,3
40,0,Travel_Frequently,1184,Sales,2,Medical,2,62,3,Sales Executive,2,Married,4327,25440,No,3,5,2,3,0,0.0,721.1666666666666,0
50,0,Travel_Frequently,1421,Research & Development,2,Medical,4,30,3,Manager,1,Married,17856,9490,No,1,32,3,3,2,0.0625,541.0909090909091,2
28,0,Travel_Rarely,1179,Research & Development,19,Medical,4,78,2,Laboratory Technician,1,Married,3196,12449,No,3,6,2,3,5,0.8333333333333334,456.57142857142856,5
46,0,Travel_Rarely,1450,Research & Development,15,Life Sciences,4,52,3,Research Director,2,Married,19081,10849,No,1,25,2,3,2,0.08,733.8846153846154,4
35,0,Travel_Rarely,1361,Sales,17,Life Sciences,3,94,3,Sales Executive,1,Married,8966,21026,Yes,3,15,2,3,7,0.4666666666666667,560.375,7
24,1,Travel_Rarely,984,Research & Development,17,Life Sciences,4,97,3,Laboratory Technician,2,Married,2210,3372,No,1,1,3,1,0,0.0,1105.0,0
33,0,Travel_Frequently,1146,Sales,25,Medical,2,82,3,Sales Executive,3,Married,4539,4905,No,1,10,3,2,7,0.7,412.6363636363636,21
36,0,Travel_Rarely,917,Research & Development,6,Life Sciences,3,60,1,Laboratory Technician,3,Divorced,2741,6865,No,1,7,4,3,7,1.0,342.625,21
30,0,Travel_Rarely,853,Research & Development,7,Life Sciences,3,49,3,Laboratory Technician,3,Divorced,3491,11309,No,3,10,4,2,7,0.7,317.3636363636364,21
44,0,Travel_Rarely,200,Research & Development,29,Other,4,32,3,Research Scientist,4,Single,4541,7744,No,0,20,3,3,11,0.55,216.23809523809524,44
20,0,Travel_Rarely,654,Sales,21,Marketing,3,43,4,Sales Representative,4,Single,2678,5050,No,0,2,2,3,1,0.5,892.6666666666666,4
46,0,Travel_Rarely,150,Research & Development,2,Technical Degree,4,60,3,Manufacturing Director,4,Divorced,7379,17433,No,1,12,3,2,3,0.25,567.6153846153846,12
42,0,Non-Travel,179,Human Resources,2,Medical,4,79,4,Human Resources,1,Married,6272,12858,No,1,10,3,4,3,0.3,570.1818181818181,3
60,0,Travel_Rarely,696,Sales,7,Marketing,2,52,4,Sales Executive,4,Divorced,5220,10893,Yes,1,12,3,3,7,0.5833333333333334,401.53846153846155,28
32,0,Travel_Frequently,116,Research & Development,13,Other,3,77,2,Laboratory Technician,2,Married,2743,7331,No,1,2,2,3,2,1.0,914.3333333333334,4
32,0,Travel_Frequently,1316,Research & Development,2,Life Sciences,4,38,3,Research Scientist,3,Single,4998,2338,Yes,0,10,2,3,7,0.7,454.3636363636364,21
36,0,Travel_Rarely,363,Research & Development,1,Technical Degree,3,77,1,Manufacturing Director,1,Divorced,10252,4235,Yes,1,17,2,3,7,0.4117647058823529,569.5555555555555,7
